age,educ,sex,degree,satjob,satjob2,income4,rincom91,hrs1,wrkstat,jobinc,impjob,bothft,husbft,husbhr,wifeft,wifehr,id,agecat4
40,15,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",REFUSED,60,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,640,40-49
38,13,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,48,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,641,30-39
23,13,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$5000-5999,30,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,642,18-29
30,12,Male,High school,Very dissatisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,643,30-39
29,12,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$17500-19999,50,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,644,18-29
37,13,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,56,Working fulltime,SECOND,Not too important,No,#NULL!,#NULL!,#NULL!,#NULL!,645,30-39
40,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$17500-19999,50,Working fulltime,MOST IMPT,Very important,Yes,yes,50,yes,40,646,40-49
29,12,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$22500-24999,40,Working fulltime,SECOND,Very important,Yes,yes,65,yes,40,647,18-29
59,12,Male,High school,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$20000-22499,40,Working fulltime,FOURTH,Very important,Yes,yes,40,yes,40,648,50+
28,18,Male,Graduate,Very satisfied,Very satisfied,"24,999 or less",NAP,40,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,649,18-29
35,18,Female,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$35000-39999,60,Working fulltime,NAP,Very important,No,no,#NULL!,yes,#NULL!,650,30-39
50,18,Female,Graduate,Very satisfied,Very satisfied,"60,000 or more",$22500-24999,35,Working fulltime,THIRD,One of most important,Yes,yes,50,yes,35,651,50+
43,16,Male,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,FIFTH,Very important,Yes,yes,40,yes,41,652,40-49
39,13,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$10000-12499,65,Working fulltime,THIRD,Very important,Yes,yes,48,yes,65,653,30-39
43,18,Female,Bachelor,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,30,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,654,40-49
34,18,Male,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$25000-29999,60,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,655,30-39
57,11,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,SECOND,Not too important,Yes,yes,40,yes,40,656,50+
48,14,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",REFUSED,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,657,40-49
28,16,Male,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$15000-17499,35,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,658,18-29
42,18,Female,Graduate,Mod satisfied,Not very satisfied,"40,000 to 59,999",$50000-59999,40,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,659,40-49
57,20,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,70,Working fulltime,NAP,Very important,No,yes,70,no,35,660,50+
55,12,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$12500-14999,80,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,661,50+
35,12,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$17500-19999,55,Working fulltime,SECOND,Not too important,Yes,yes,70,yes,55,662,30-39
55,16,Female,High school,Very satisfied,Very satisfied,"24,999 or less",NAP,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,663,50+
34,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,65,Working fulltime,NAP,One of most important,No,yes,#NULL!,no,#NULL!,664,30-39
21,13,Male,Less than HS,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,45,Working fulltime,FOURTH,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,665,18-29
32,17,Female,Bachelor,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,30,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,666,30-39
28,13,Male,High school,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,NAP,Not too important,No,#NULL!,#NULL!,#NULL!,#NULL!,667,18-29
24,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",NAP,45,Working fulltime,NAP,Somewhat important,Yes,yes,45,yes,45,668,18-29
42,14,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$50000-59999,40,Working fulltime,MOST IMPT,Very important,Yes,yes,40,yes,40,669,40-49
20,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",NAP,16,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,670,18-29
57,17,Male,Bachelor,A little dissatisfied,Not very satisfied,"60,000 or more",$60000-74999,60,Working fulltime,THIRD,One of most important,Yes,yes,60,yes,40,671,50+
53,14,Male,Junior college,A little dissatisfied,Not very satisfied,"60,000 or more",$60000-74999,70,Working fulltime,FOURTH,One of most important,No,yes,#NULL!,no,#NULL!,672,50+
42,16,Male,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$50000-59999,44,Working fulltime,SECOND,Very important,No,yes,#NULL!,no,#NULL!,673,40-49
60,13,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$40000-49999,60,Working fulltime,SECOND,Very important,Yes,yes,60,yes,40,674,50+
48,16,Female,Bachelor,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,FOURTH,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,675,40-49
41,16,Male,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$10000-12499,30,Working fulltime,SECOND,Very important,No,yes,30,no,25,676,40-49
34,14,Male,Junior college,Mod satisfied,Not very satisfied,"25,000 to 39,999",$22500-24999,50,Working fulltime,NAP,Somewhat important,No,yes,50,no,20,677,30-39
30,17,Male,Graduate,Very satisfied,Very satisfied,"40,000 to 59,999",$25000-29999,40,Working fulltime,FOURTH,Very important,Yes,yes,40,yes,8,678,30-39
22,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",LT $1000,40,Working fulltime,FIFTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,679,18-29
36,13,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$12500-14999,30,Working fulltime,NAP,Somewhat important,Yes,yes,46,yes,30,680,30-39
38,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,DK,Working fulltime,FIFTH,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,681,30-39
29,12,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$22500-24999,40,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,682,18-29
43,16,Male,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$22500-24999,30,Working fulltime,NAP,Very important,Yes,yes,30,yes,40,683,40-49
36,9,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$15000-17499,44,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,684,30-39
46,12,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,685,40-49
36,10,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$30000-34999,47,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,686,30-39
46,13,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$12500-14999,40,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,687,40-49
50,13,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$50000-59999,40,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,688,50+
24,16,Male,Junior college,Mod satisfied,Not very satisfied,"24,999 or less",$15000-17499,60,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,689,18-29
24,16,Female,Bachelor,Very satisfied,Very satisfied,"24,999 or less",$20000-22499,45,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,690,18-29
32,18,Female,Graduate,Very satisfied,Very satisfied,"40,000 to 59,999",NAP,40,Working fulltime,SECOND,Not too important,Yes,yes,40,yes,40,691,30-39
29,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,54,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,692,18-29
37,15,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$12500-14999,45,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,693,30-39
37,17,Female,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$3000-3999,NA,Working fulltime,THIRD,Somewhat important,Yes,yes,#NULL!,yes,#NULL!,694,30-39
46,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$22500-24999,40,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,695,40-49
29,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$8000-9999,32,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,696,18-29
39,16,Male,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,697,30-39
31,15,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,50,Working fulltime,NAP,Very important,No,yes,50,no,22,698,30-39
31,13,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,699,30-39
55,16,Male,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$40000-49999,40,Working fulltime,THIRD,One of most important,Yes,yes,40,yes,40,700,50+
28,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,701,18-29
30,14,Female,Junior college,Very satisfied,Very satisfied,"24,999 or less",$17500-19999,45,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,702,30-39
62,18,Female,Graduate,Very satisfied,Very satisfied,"60,000 or more",$40000-49999,60,Working fulltime,NA,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,703,50+
47,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,NAP,One of most important,No,yes,#NULL!,no,#NULL!,704,40-49
51,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$7000-7999,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,705,50+
35,12,Female,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$3000-3999,40,Working fulltime,FOURTH,Very important,Yes,yes,50,yes,40,706,30-39
40,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$7000-7999,48,Working fulltime,NAP,Very important,No,no,#NULL!,yes,#NULL!,707,40-49
38,10,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,65,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,708,30-39
47,14,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$35000-39999,40,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,709,40-49
36,18,Female,Graduate,Very satisfied,Very satisfied,"25,000 to 39,999",$35000-39999,40,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,710,30-39
54,11,Male,Less than HS,Very satisfied,Very satisfied,"40,000 to 59,999",$30000-34999,48,Working fulltime,MOST IMPT,One of most important,No,yes,#NULL!,no,#NULL!,711,50+
62,8,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,45,Working fulltime,FIFTH,Very important,No,yes,#NULL!,no,#NULL!,712,50+
62,7,Male,Less than HS,Very satisfied,Very satisfied,"24,999 or less",$17500-19999,50,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,713,50+
20,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$8000-9999,42,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,714,18-29
33,9,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,40,715,30-39
38,8,Female,Less than HS,Very satisfied,Very satisfied,"40,000 to 59,999",NAP,44,Working fulltime,FOURTH,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,716,30-39
39,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$12500-14999,45,Working fulltime,MOST IMPT,Very important,Yes,yes,45,yes,45,717,30-39
54,16,Female,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,50,Working fulltime,FOURTH,One of most important,Yes,yes,40,yes,50,718,50+
49,12,Male,High school,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,42,Working fulltime,SECOND,Somewhat important,Yes,yes,42,yes,40,719,40-49
44,18,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$40000-49999,60,Working fulltime,SECOND,Very important,Yes,yes,60,yes,40,720,40-49
51,6,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,721,50+
41,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$50000-59999,50,Working fulltime,THIRD,Very important,Yes,yes,50,yes,40,722,40-49
30,12,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$22500-24999,48,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,723,30-39
31,14,Female,Junior college,Very satisfied,Very satisfied,"40,000 to 59,999",$15000-17499,32,Working fulltime,NAP,Somewhat important,Yes,yes,58,yes,32,724,30-39
61,12,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$50000-59999,45,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,725,50+
42,12,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$12500-14999,44,Working fulltime,SECOND,Very important,Yes,yes,50,yes,44,726,40-49
23,16,Female,Bachelor,Very satisfied,Very satisfied,"24,999 or less",$6000-6999,55,Working fulltime,FIFTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,727,18-29
37,16,Male,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$40000-49999,55,Working fulltime,THIRD,Very important,Yes,yes,55,yes,40,728,30-39
75,8,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$5000-5999,40,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,729,50+
26,17,Female,Bachelor,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,50,Working fulltime,SECOND,Very important,Yes,yes,65,yes,50,730,18-29
44,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,MOST IMPT,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,731,40-49
38,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",NAP,37,Working fulltime,THIRD,Somewhat important,Yes,yes,60,yes,37,732,30-39
26,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$17500-19999,45,Working fulltime,THIRD,Very important,Yes,yes,45,yes,30,733,18-29
30,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",NAP,41,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,734,30-39
50,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,24,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,735,50+
47,12,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$22500-24999,40,Working fulltime,NAP,One of most important,Yes,yes,65,yes,40,736,40-49
58,18,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$40000-49999,45,Working fulltime,SECOND,Somewhat important,No,yes,#NULL!,no,#NULL!,737,50+
23,16,Female,High school,Very satisfied,Very satisfied,"24,999 or less",NAP,40,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,738,18-29
25,17,Female,Junior college,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,40,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,739,18-29
33,17,Male,Bachelor,Mod satisfied,Not very satisfied,"24,999 or less",$22500-24999,50,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,740,30-39
41,14,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$35000-39999,48,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,741,40-49
38,15,Female,Junior college,Mod satisfied,Not very satisfied,"60,000 or more",$20000-22499,30,Working fulltime,NAP,Very important,Yes,yes,40,yes,30,742,30-39
48,12,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$25000-29999,38,Working fulltime,FOURTH,Somewhat important,Yes,yes,46,yes,38,743,40-49
47,12,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,38,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,744,40-49
28,17,Male,Graduate,Mod satisfied,Not very satisfied,"60,000 or more",$40000-49999,60,Working fulltime,FIFTH,Somewhat important,Yes,yes,60,yes,40,745,18-29
53,20,Male,Graduate,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,50,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,746,50+
35,17,Male,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,40,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,747,30-39
